,school,Medu,Fedu,guardian,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,address_type_Urban,famsize_BIG_FAMILY,Pstatus_Together,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_reputation,tutor,Testcol
159,GP,1,2,mother,1,2,0,0,1,0,0,1,1,0,4,3,2,1,1,5,6,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,18.75
160,GP,1,2,father,1,2,0,0,0,0,0,1,0,1,2,3,4,2,4,1,6,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1.75
161,GP,4,4,mother,1,1,0,0,1,0,1,0,1,1,3,3,2,2,1,5,16,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,18.0
162,GP,2,1,mother,4,1,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.75
163,GP,1,1,mother,1,1,2,0,0,0,1,0,1,1,2,3,5,2,5,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-3.5
164,GP,2,1,mother,1,1,1,0,0,1,1,1,0,1,4,4,4,3,5,5,6,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10.75
165,GP,3,3,other,2,3,0,0,1,1,1,1,1,1,4,2,1,2,3,3,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,23.5
166,GP,3,2,mother,1,1,0,0,1,0,1,0,1,1,4,5,4,1,1,4,6,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,13.25
167,GP,4,4,mother,1,1,0,1,1,0,1,1,0,1,4,2,1,1,1,4,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,25.0
168,GP,2,3,mother,1,2,0,1,0,1,1,1,0,0,4,4,4,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,15.25
169,GP,1,2,mother,1,1,3,0,0,0,1,1,0,0,2,2,2,3,3,5,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.75
170,GP,1,1,mother,3,1,3,0,1,1,0,1,0,0,5,2,5,1,5,4,6,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,15.5
171,GP,2,2,mother,3,1,0,0,0,0,0,1,0,0,4,2,2,1,2,3,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,12.0
172,GP,3,3,father,1,2,1,0,1,0,1,1,1,1,4,5,5,4,4,5,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,13.5
173,GP,1,2,mother,2,1,2,0,0,0,0,1,1,0,4,4,5,3,5,5,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,4.75
174,GP,2,1,mother,2,1,1,0,0,1,1,0,1,1,3,3,2,2,2,5,8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,10.75
175,GP,3,2,mother,2,2,2,1,1,0,1,1,1,1,4,4,4,1,4,3,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,14.25
176,GP,1,2,mother,2,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12.75
177,GP,1,3,father,1,1,1,0,0,0,1,0,1,0,5,3,3,1,4,2,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,4.0
178,GP,1,1,mother,4,2,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6.5
179,GP,3,2,mother,2,1,3,0,1,1,0,0,0,0,4,5,2,1,1,2,10,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,18.25
180,GP,2,2,father,1,2,0,0,0,0,1,0,1,0,4,3,5,2,4,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0
181,GP,4,2,father,1,2,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,14.5
182,GP,2,2,mother,1,2,0,0,1,0,0,1,1,0,5,1,5,1,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,17.0
183,GP,4,4,mother,1,2,0,0,1,0,1,1,1,1,4,4,2,1,1,3,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,23.0
184,GP,3,4,father,3,1,1,0,1,1,0,1,1,0,3,4,5,2,4,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,17.75
185,GP,1,0,mother,2,2,0,0,1,1,1,1,1,1,4,3,2,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,19.25
186,GP,4,4,mother,1,2,0,0,1,1,1,1,1,0,4,4,4,1,3,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,26.0
187,GP,1,3,mother,1,2,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,15.0
188,GP,3,3,mother,2,2,0,0,1,1,1,1,1,0,4,4,5,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23.5
189,GP,4,3,mother,2,2,0,0,0,1,1,1,1,0,4,4,4,4,4,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,14.75
190,GP,2,2,mother,2,2,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,14.0
191,GP,3,3,father,1,2,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16.5
192,GP,4,2,mother,1,1,0,0,1,1,1,1,1,1,4,3,3,3,4,3,8,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,19.5
193,GP,4,3,mother,1,2,0,0,1,1,1,1,1,1,5,2,3,1,1,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,25.75
194,GP,4,3,mother,1,2,0,0,1,1,1,1,1,0,3,4,3,2,3,3,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,21.75
195,GP,3,3,mother,1,2,0,0,0,1,1,1,1,1,4,2,3,1,2,3,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,18.5
196,GP,2,4,father,1,2,0,0,1,1,1,1,0,0,5,4,2,2,3,5,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,25.5
197,GP,3,3,mother,1,2,0,0,1,1,1,1,1,1,5,3,3,2,3,1,32,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20.5
198,GP,3,2,mother,1,2,0,0,1,0,1,1,1,0,1,2,2,1,2,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,13.25
199,GP,3,3,mother,1,2,0,0,1,1,1,1,1,1,4,3,4,2,3,4,6,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,21.5
200,GP,1,2,mother,1,1,0,0,1,1,1,1,1,1,3,3,3,1,2,3,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,18.75
201,GP,2,1,mother,1,2,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16.75
202,GP,3,3,mother,1,2,0,0,1,0,0,1,1,1,3,3,3,1,3,3,10,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,16.5
203,GP,1,2,mother,1,2,0,0,0,0,1,1,0,0,3,1,3,1,5,3,6,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5.75
204,GP,2,3,mother,1,2,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,12.25
205,GP,1,1,mother,1,2,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,15.5
206,GP,1,2,other,2,2,0,0,0,1,0,1,1,0,4,4,4,4,5,5,16,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,9.75
207,GP,3,3,mother,1,1,0,0,1,1,1,1,1,0,4,3,2,3,4,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,22.5
208,GP,2,3,father,2,1,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,14.25
209,GP,2,4,father,1,2,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,22.5
210,GP,4,4,mother,1,1,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,19.0
211,GP,3,3,father,3,1,0,0,1,1,1,1,1,0,3,3,4,3,5,3,16,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,16.5
212,GP,4,4,mother,2,1,1,0,1,0,1,1,1,0,4,2,4,2,3,2,30,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,17.0
213,GP,4,4,mother,1,2,0,0,1,0,1,1,1,0,4,5,2,1,2,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,22.0
214,GP,4,3,mother,1,2,0,0,1,1,1,1,1,0,4,3,5,1,5,2,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,18.75
215,GP,2,3,mother,1,2,0,1,1,1,1,1,0,0,4,4,3,1,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22.25
216,GP,1,1,mother,1,2,0,0,1,0,0,1,0,0,4,4,4,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,9.5
217,GP,2,2,mother,1,1,0,0,1,0,1,1,1,0,5,3,2,1,2,3,21,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0
218,GP,2,2,mother,2,4,0,0,1,1,0,1,1,0,5,3,5,1,1,5,6,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,23.0
219,GP,3,4,mother,1,3,1,0,1,0,1,1,1,1,4,4,3,3,4,5,14,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,17.75
220,GP,3,1,mother,1,2,0,0,1,0,1,1,1,0,2,3,3,2,2,4,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,14.0
221,GP,4,3,mother,1,2,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,16.75
222,GP,1,1,mother,2,1,0,0,1,0,1,1,0,0,4,3,2,1,4,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,14.5
223,GP,4,3,mother,2,3,0,0,1,1,1,1,1,1,4,4,2,1,1,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,27.75
224,GP,3,3,other,1,4,0,0,1,1,1,1,1,0,4,3,3,1,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,23.5
225,GP,4,4,mother,1,2,0,0,1,0,1,1,1,1,5,3,5,4,5,3,15,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,14.0
226,GP,2,2,mother,1,2,0,1,1,0,1,1,1,0,3,3,4,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0
227,GP,2,2,mother,1,2,0,0,1,1,1,1,1,0,4,4,4,2,4,5,10,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,19.0
228,GP,4,4,mother,1,1,0,0,1,0,1,1,0,0,5,2,1,1,2,3,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24.0
229,GP,3,2,mother,2,2,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.25
230,GP,4,3,mother,1,2,0,0,0,0,1,1,1,1,3,4,5,2,4,1,16,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6.75
231,GP,3,3,father,1,2,0,0,1,0,1,1,1,0,3,2,4,2,4,4,10,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,14.5
232,GP,2,3,father,2,1,0,0,1,0,1,1,0,0,3,3,3,1,4,3,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,14.25
233,GP,2,2,mother,1,3,0,0,1,1,1,1,1,0,4,3,3,1,1,4,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,23.0
234,GP,2,1,mother,2,2,0,0,1,1,1,1,1,0,4,2,5,1,2,5,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,19.75
235,GP,1,1,mother,1,3,0,0,1,1,1,1,0,1,4,3,4,1,1,5,12,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,20.5
236,GP,2,3,mother,1,2,0,1,0,0,1,1,1,0,2,3,1,1,1,3,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,13.25
237,GP,2,2,mother,2,2,3,0,1,0,1,1,1,0,3,3,3,5,5,4,9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,9.0
238,GP,4,4,mother,1,3,0,0,1,1,0,1,1,0,5,3,2,1,1,5,4,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,31.0
239,GP,3,1,mother,1,2,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,19.0
240,GP,3,2,mother,1,2,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,16.25
241,GP,2,3,father,1,2,0,0,1,0,0,1,1,0,5,3,3,1,3,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,17.25
242,GP,2,1,mother,4,2,0,1,1,1,1,1,1,1,4,3,2,4,5,3,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,14.75
243,GP,2,1,mother,2,3,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.75
244,GP,4,3,father,1,2,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,18.75
245,GP,2,2,father,2,2,0,0,1,1,1,1,1,0,4,5,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,21.0
246,GP,4,4,mother,1,2,0,1,1,1,1,1,1,1,4,5,5,1,3,2,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,22.0
247,GP,4,4,father,1,2,0,0,1,1,1,1,1,0,4,2,4,2,4,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,20.0
248,GP,1,1,mother,2,2,0,0,1,0,1,1,1,0,3,4,2,1,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16.5
249,GP,3,2,mother,2,3,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,16.25
250,GP,2,2,father,1,2,0,0,0,1,0,1,1,1,4,4,2,5,5,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11.0
251,GP,2,1,mother,1,1,0,0,0,0,1,1,1,1,4,5,2,1,1,5,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13.75
252,GP,4,1,mother,1,2,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,20.25
253,GP,2,4,mother,2,2,1,0,1,0,1,1,1,0,4,3,3,1,1,3,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19.5
254,GP,2,2,mother,1,2,1,0,1,0,0,1,1,1,5,3,1,1,1,5,16,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,22.0
255,GP,3,3,mother,2,1,1,0,0,0,1,0,1,0,4,1,1,1,1,3,14,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,11.5
256,GP,2,2,other,1,1,1,0,1,1,0,0,1,1,4,4,3,2,2,1,26,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,13.0
257,GP,4,4,mother,1,1,0,0,1,1,0,1,1,0,4,2,1,1,2,5,6,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,30.0
258,GP,3,2,father,1,2,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,20.25
259,GP,1,1,mother,1,3,0,0,1,1,1,1,1,1,4,3,2,1,2,4,10,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,20.5
260,GP,1,2,mother,1,1,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5.75
261,GP,2,1,mother,3,2,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,15.75
262,GP,1,4,other,4,1,1,0,1,0,1,1,1,0,5,5,4,1,1,5,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.25
263,GP,2,2,father,1,2,0,0,0,0,1,0,1,0,5,5,4,3,5,2,16,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0
264,GP,2,2,mother,1,1,1,0,1,0,0,0,1,0,3,1,2,1,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0
265,GP,1,1,mother,2,3,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,14.5
266,GP,4,2,mother,1,2,0,0,1,1,1,1,0,0,4,3,2,1,1,4,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,26.5
267,GP,4,3,mother,2,2,0,0,0,1,1,1,1,1,2,5,5,1,4,5,8,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,15.75
268,GP,4,4,mother,2,2,0,0,1,0,1,1,1,0,3,3,3,2,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19.0
269,GP,4,3,mother,1,1,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,19.75
270,GP,4,4,mother,1,1,0,0,0,1,1,1,1,0,5,3,2,1,2,5,4,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,25.0
271,GP,4,4,mother,1,2,0,0,1,0,1,1,1,1,5,3,1,1,4,5,2,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,24.0
272,GP,1,1,father,2,3,0,0,0,0,0,1,1,1,4,3,3,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7.5
273,GP,3,3,mother,2,3,0,0,1,0,1,1,1,1,4,2,2,2,3,5,10,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,19.5
274,GP,1,1,mother,1,2,0,1,0,0,0,1,0,1,4,3,2,1,1,4,10,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,11.5
275,GP,2,1,other,2,3,0,0,1,0,0,1,1,1,4,4,4,1,1,3,10,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,14.75
276,GP,2,1,mother,3,1,0,0,0,0,1,1,1,0,4,3,3,1,1,4,7,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,11.75
277,GP,1,1,father,1,2,0,0,1,0,1,1,0,0,4,3,4,1,2,5,4,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,14.5
278,GP,2,3,father,2,1,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,14.25
279,GP,3,1,mother,1,1,3,0,0,0,0,0,1,1,5,4,5,5,5,1,12,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,-4.0
280,GP,3,3,mother,1,2,0,0,1,0,1,1,1,1,4,3,3,1,3,5,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19.5
281,GP,0,2,mother,1,1,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5
282,GP,3,2,mother,2,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,8,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,4.25
283,GP,3,3,other,3,2,1,1,1,0,0,1,1,0,5,3,3,1,3,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,17.5
284,GP,2,1,mother,1,1,2,0,0,0,0,0,1,0,3,2,5,2,5,5,4,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,-0.25
285,GP,2,1,mother,2,1,0,0,0,1,0,1,0,0,3,3,2,1,3,3,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,13.75
286,GP,2,1,mother,1,1,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,9.75
287,GP,1,1,mother,2,1,1,0,1,1,1,1,1,0,4,4,4,1,2,5,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,19.5
288,GP,2,1,mother,1,2,0,0,1,0,0,1,1,1,4,3,4,1,3,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.75
289,GP,4,2,mother,1,4,0,0,1,1,1,1,1,0,4,2,3,1,1,4,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,25.5
290,GP,2,2,mother,1,2,0,0,1,0,1,1,1,0,4,3,3,1,1,5,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,19.0
291,GP,2,1,mother,3,2,1,0,0,1,0,0,1,0,4,4,5,4,4,5,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4.75
292,GP,4,2,mother,1,3,0,0,1,1,1,1,1,0,4,3,4,1,3,5,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,23.5
293,GP,1,1,mother,1,3,0,0,1,0,0,1,0,0,4,4,3,2,3,3,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,11.5
294,GP,2,2,mother,1,2,0,1,0,0,1,1,0,0,3,2,3,1,1,5,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13.0
295,GP,4,3,mother,1,2,0,0,1,0,1,1,1,0,4,3,1,1,1,1,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,20.75
296,GP,2,1,mother,1,2,0,0,0,1,1,1,1,0,5,2,4,1,2,4,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,15.75
297,GP,2,2,mother,2,1,0,0,0,0,0,0,0,0,5,2,2,1,1,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,10.0
298,GP,2,2,father,1,4,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,17.0
299,GP,2,1,other,2,2,0,0,1,1,1,0,1,1,1,2,3,1,2,2,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,10.75
300,GP,4,3,father,1,2,0,0,1,0,1,1,1,1,3,1,2,1,3,2,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,17.75
301,GP,4,3,mother,1,2,0,0,1,0,0,1,1,0,4,3,2,1,1,3,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,21.75
302,GP,3,2,mother,1,3,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,20.25
303,GP,3,3,mother,1,3,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,19.5
304,GP,2,2,mother,1,3,0,0,1,1,1,1,1,1,4,3,3,1,1,3,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,22.0
305,GP,2,2,father,2,1,0,0,0,0,1,0,1,0,4,4,4,2,3,4,8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
306,GP,3,4,mother,2,2,0,0,1,1,1,1,1,0,4,2,5,3,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.75
307,GP,3,1,mother,1,2,0,0,0,1,1,1,1,1,5,4,4,3,4,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14.0
308,GP,4,4,mother,2,2,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,20.0
309,GP,4,2,father,1,2,0,0,1,1,1,1,1,1,5,4,5,1,3,5,4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,23.5
310,GP,2,1,mother,2,2,0,0,1,0,1,0,1,1,4,3,5,1,2,3,12,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7.75
311,GP,3,3,other,1,2,0,0,1,1,1,1,1,0,4,3,5,3,3,5,16,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,20.5
312,GP,2,3,father,1,4,0,0,1,1,1,1,1,1,4,5,5,1,3,2,10,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,18.25
313,GP,1,1,mother,2,2,0,0,1,0,0,1,0,0,4,4,3,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14.5
314,GP,1,2,mother,1,2,0,0,1,1,0,1,0,1,3,5,2,2,2,1,2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,16.75
315,GP,2,1,mother,1,2,0,0,1,0,1,1,1,1,4,2,5,1,2,1,8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10.75
316,GP,2,4,mother,2,2,0,0,1,0,1,1,1,1,4,3,3,1,1,1,6,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,17.5
317,GP,2,2,mother,2,2,0,1,1,0,1,1,1,1,4,4,4,2,3,5,6,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,15.0
318,GP,3,2,mother,2,2,0,0,0,0,0,0,1,1,4,1,1,1,1,5,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,12.25
319,GP,4,4,mother,2,1,0,0,0,1,1,1,1,0,3,2,4,1,4,3,6,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,17.0
320,GP,4,4,father,1,2,1,1,1,1,1,1,1,1,2,4,4,1,1,4,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,25.0
321,GP,2,2,father,3,3,0,0,1,0,1,1,1,1,4,2,3,1,1,1,8,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,15.0
