,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,address_type_Urban,famsize_BIG_FAMILY,Pstatus_Together,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_reputation,tutor
261,4,3,1,2,0,0,1,0,0,1,1,0,4,3,2,1,1,3,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
262,3,2,1,3,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
263,3,3,1,3,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
264,2,2,1,3,0,0,1,1,1,1,1,1,4,3,3,1,1,3,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1
265,3,4,2,2,0,0,1,1,1,1,1,0,4,2,5,3,4,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
266,3,1,1,2,0,0,0,1,1,1,1,1,5,4,4,3,4,5,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
267,4,4,2,2,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
268,4,2,1,2,0,0,1,1,1,1,1,1,5,4,5,1,3,5,10,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
269,2,1,2,2,0,0,1,0,1,0,1,1,4,3,5,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
270,3,3,1,2,2,0,1,1,1,1,1,0,4,3,5,3,3,5,15,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
271,2,3,1,4,0,0,1,1,1,1,1,1,4,5,5,1,3,2,4,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
272,1,1,2,2,0,0,1,0,0,1,0,0,4,4,3,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
273,1,2,1,2,0,0,1,1,0,1,0,1,3,5,2,2,2,1,2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1
274,2,4,2,2,0,0,1,0,1,1,1,1,4,3,3,1,1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1
275,2,2,2,2,0,1,1,0,1,1,1,1,4,4,4,2,3,5,6,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
276,3,2,2,2,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
277,4,4,2,1,0,0,0,1,1,1,1,0,3,2,4,1,4,3,22,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1
278,4,4,1,2,1,1,1,1,1,1,1,1,2,4,4,1,1,4,15,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
279,4,3,2,1,0,0,0,1,1,1,1,0,4,2,3,1,2,1,8,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
280,4,1,2,1,0,0,0,1,1,1,1,1,4,5,4,2,4,5,30,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
281,3,2,1,1,1,0,0,0,1,1,1,0,4,4,4,3,4,3,19,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
282,1,1,2,4,0,0,1,1,1,1,0,0,5,2,2,1,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
283,1,1,2,2,0,1,0,1,1,1,1,0,5,4,4,1,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
284,2,2,1,2,0,0,1,0,0,1,1,0,5,4,5,1,2,5,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
285,1,1,1,2,0,0,0,0,0,1,1,0,4,3,3,1,2,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
286,2,2,1,3,0,0,1,0,1,1,1,0,4,3,3,1,2,2,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
287,1,1,1,3,0,0,1,0,1,1,1,0,4,3,3,1,1,3,6,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1
288,2,1,1,3,0,0,0,1,1,1,1,0,4,2,4,1,3,2,6,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1
289,4,4,1,2,0,0,1,1,1,1,1,0,5,4,3,1,1,2,9,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
290,4,2,1,2,0,0,1,1,1,1,1,1,4,3,2,1,4,5,11,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1
291,4,3,1,3,0,0,1,0,1,1,1,0,4,2,2,1,2,3,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
292,2,1,1,2,1,0,0,0,1,1,1,1,5,4,3,1,1,5,12,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
293,3,1,2,4,0,0,1,0,1,1,0,0,3,1,2,1,1,3,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
294,3,2,2,3,0,0,1,1,1,1,1,0,5,4,2,1,1,4,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
295,3,3,1,1,0,0,1,0,1,1,1,0,4,4,3,1,3,5,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
296,4,4,2,2,0,0,1,1,1,1,1,0,2,3,4,2,3,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
297,4,3,2,2,0,0,1,0,1,1,1,1,4,4,5,1,2,2,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
298,4,3,1,4,0,0,1,0,1,1,1,0,4,3,3,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
299,4,4,1,1,0,0,1,0,1,1,1,1,1,4,2,2,2,1,5,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
300,4,4,1,2,0,0,1,0,1,1,1,1,4,2,4,1,1,4,14,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
301,4,4,2,1,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
302,4,2,2,3,0,0,1,0,1,1,1,0,4,3,3,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
303,3,2,1,4,0,0,1,1,0,1,1,0,5,2,2,1,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1
304,3,3,1,2,1,0,1,1,1,1,1,1,4,4,4,1,1,3,20,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
305,2,4,1,2,1,0,1,1,1,1,1,0,4,4,3,1,1,3,8,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1
306,3,2,1,1,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
307,4,4,2,1,1,0,1,0,1,1,1,1,4,3,4,1,1,4,38,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1
308,3,3,1,2,1,0,0,1,1,1,0,1,4,5,3,1,2,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
309,1,1,1,2,1,1,1,1,0,1,1,0,4,4,3,1,3,3,18,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
310,1,2,1,2,1,0,0,1,0,1,0,1,4,2,4,2,2,3,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
311,2,1,3,2,0,0,1,0,1,0,1,1,3,4,1,1,1,2,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
312,1,2,1,2,1,0,0,0,0,1,1,0,4,5,2,2,2,4,3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
313,3,2,2,2,1,0,1,0,0,1,1,1,4,2,2,1,2,1,22,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
314,1,1,1,3,2,0,0,0,0,1,1,1,4,1,2,1,1,3,14,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
315,2,3,1,3,1,0,0,0,1,1,1,1,4,1,2,1,1,3,40,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
316,2,1,2,2,0,0,1,1,1,1,1,0,5,3,3,1,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
317,4,3,1,3,0,0,1,1,1,1,1,1,4,3,4,1,1,5,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
318,3,4,1,3,0,0,1,1,0,1,1,0,4,3,4,2,5,5,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1
319,4,4,1,2,0,0,1,0,1,1,1,0,4,4,4,3,3,5,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
320,4,3,1,2,0,0,1,0,1,1,1,1,5,2,2,1,2,5,23,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1
321,2,2,1,2,0,0,1,0,1,1,0,1,4,2,2,1,1,3,12,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
322,2,2,1,3,0,0,1,1,1,1,1,0,3,3,2,2,2,3,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
323,3,1,1,3,0,0,1,0,0,1,1,0,3,4,3,2,3,5,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
324,0,2,2,3,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
325,4,4,1,3,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
326,3,3,1,1,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
327,2,2,4,1,0,0,1,0,1,1,1,0,4,4,5,5,5,4,8,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
328,4,4,1,3,0,0,1,1,1,1,1,0,5,4,4,1,3,4,7,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
329,4,4,2,3,0,0,1,0,0,1,1,1,4,3,3,1,2,4,4,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1
330,2,2,1,4,0,0,1,1,1,1,1,0,4,5,5,2,4,5,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
331,2,4,1,3,0,0,1,0,1,1,1,1,4,4,3,1,1,5,7,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
332,3,3,1,2,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
333,2,2,1,2,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
334,2,2,2,4,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
335,3,4,1,3,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
336,3,1,1,3,1,0,0,0,1,1,0,0,5,4,3,1,2,5,12,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
337,3,2,1,2,0,0,1,0,1,1,1,1,4,3,2,2,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
338,3,3,1,4,0,0,1,0,1,1,1,0,5,3,3,1,1,1,7,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
339,3,2,1,2,0,0,1,0,1,1,1,0,4,3,3,2,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
340,2,1,1,3,1,0,0,1,1,1,1,1,4,3,4,1,3,3,4,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1
341,4,4,1,2,1,0,1,1,1,1,1,0,4,3,3,2,2,2,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
342,3,4,1,2,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
343,2,2,1,2,1,0,1,0,1,1,1,1,3,3,1,1,2,4,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
344,2,3,1,3,0,0,1,0,1,1,1,0,4,3,3,1,2,3,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
345,3,2,1,3,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
346,4,3,1,3,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
347,4,3,1,3,0,0,1,0,1,1,1,1,5,4,5,2,3,5,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
348,4,3,1,3,0,0,1,1,1,1,1,1,4,4,3,1,3,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
349,3,2,2,1,1,0,1,0,0,1,1,0,2,5,5,5,5,5,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
350,1,1,3,2,3,0,0,0,1,1,1,0,5,4,4,3,3,2,8,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
351,3,3,2,2,0,0,1,0,1,1,1,0,4,5,4,2,3,3,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
352,1,3,1,1,1,0,0,0,1,0,1,1,4,3,3,2,3,3,7,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
353,1,1,3,1,1,0,1,0,1,1,1,0,4,4,4,3,3,5,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
354,4,3,2,2,0,0,1,1,0,1,1,1,4,5,5,1,3,2,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
355,3,3,1,2,0,0,1,0,1,1,0,1,5,3,4,1,1,5,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
356,4,4,2,2,0,0,1,1,1,1,1,0,4,3,3,1,2,5,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
357,3,2,2,2,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
358,1,1,2,1,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
359,1,1,2,3,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
360,1,4,3,2,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
361,1,1,2,2,1,0,0,1,0,0,0,0,4,4,3,2,3,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
362,3,3,2,2,0,0,1,0,1,1,1,1,4,3,2,1,3,3,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
363,4,4,1,2,0,0,1,1,1,1,1,1,2,3,4,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1
364,1,2,2,2,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
365,1,3,2,2,0,0,1,0,1,1,0,0,3,3,4,2,4,3,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
366,4,4,2,3,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
367,1,1,3,1,1,0,1,0,1,1,1,1,5,2,1,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
368,2,3,2,1,0,0,1,0,1,1,1,1,5,2,3,1,2,4,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1
369,4,4,3,2,0,0,1,0,0,1,1,1,3,2,2,4,2,5,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
370,3,2,2,2,2,0,0,1,1,1,0,1,3,2,2,1,1,3,4,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
371,1,2,3,1,0,0,1,1,1,0,1,1,4,3,3,2,3,3,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
372,2,2,1,3,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
373,1,2,1,1,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
374,4,4,2,3,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
375,1,1,4,3,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
376,4,2,2,3,2,0,1,0,0,1,1,1,5,4,3,1,1,3,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
377,4,4,1,2,0,0,0,1,1,1,1,0,5,4,3,3,4,2,4,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
378,3,3,1,2,0,0,0,0,1,1,1,1,4,1,3,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
379,3,1,1,2,0,0,1,1,0,1,1,0,4,5,4,2,3,1,17,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
380,4,4,1,2,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1
381,2,1,2,1,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
382,2,3,2,2,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
383,1,1,2,1,1,0,0,0,1,1,0,0,4,3,2,1,3,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
384,4,2,2,1,1,0,0,0,1,1,0,0,5,4,3,4,3,3,14,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
385,2,2,2,3,0,0,0,0,1,1,0,0,5,3,3,1,3,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
386,4,4,3,1,0,0,1,1,1,1,1,1,4,4,3,2,2,5,7,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1
387,2,3,1,3,1,0,0,1,0,1,1,0,5,4,2,1,2,5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
388,3,1,1,2,0,0,1,0,1,1,1,0,4,3,4,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
389,1,1,2,2,1,0,0,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
390,2,2,1,2,2,0,1,0,1,1,0,0,5,5,4,4,5,4,11,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
391,3,1,2,1,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
392,1,1,1,1,3,0,0,0,0,1,0,0,5,5,3,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
393,3,2,3,1,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
394,1,1,1,1,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
