,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,address_type_Urban,famsize_BIG_FAMILY,Pstatus_Together,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_reputation,tutor,Testcol
321,2,2,3,3,0,0,1,0,1,1,1,1,4,2,3,1,1,1,8,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,8.0
322,3,2,1,2,1,1,1,0,1,0,1,0,3,3,3,4,3,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,-0.75
323,4,3,2,1,0,0,0,1,1,1,1,0,4,2,3,1,2,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,15.75
324,1,2,2,1,0,0,0,0,0,0,1,0,3,4,4,2,4,4,10,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-2.25
325,4,1,2,1,0,0,0,1,1,1,1,1,4,5,4,2,4,5,22,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10.25
326,3,2,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,18,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4.25
327,1,1,2,4,0,0,1,1,1,1,0,0,5,2,2,1,1,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,10.5
328,1,1,2,2,0,1,0,1,1,1,1,0,5,4,4,1,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10.5
329,2,2,1,2,0,0,1,0,0,1,1,0,5,4,5,1,2,5,12,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,7.0
330,2,1,2,2,0,0,0,1,1,1,1,1,4,3,1,1,1,5,10,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11.75
331,1,1,1,2,0,0,0,0,0,1,1,0,4,3,3,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5
332,2,2,1,3,0,0,1,0,1,1,1,0,4,3,3,1,2,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7.0
333,1,1,1,3,0,0,1,0,1,1,1,0,4,3,3,1,1,3,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,5.5
334,2,1,1,3,0,0,0,1,1,1,1,0,4,2,4,1,3,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,9.75
335,4,4,1,2,0,0,1,1,1,1,1,0,5,4,3,1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,18.0
336,4,2,1,2,0,0,1,1,1,1,1,1,4,3,2,1,4,5,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,12.5
337,4,3,1,3,0,0,1,0,1,1,1,0,4,2,2,1,2,3,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,10.75
338,3,1,2,4,0,0,1,0,1,1,0,0,3,1,2,1,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,8.0
339,3,2,2,3,0,0,1,1,1,1,1,0,5,4,2,1,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,14.25
340,3,3,1,1,0,0,1,0,1,1,1,0,4,4,3,1,3,5,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,8.5
341,4,4,2,2,0,0,1,1,1,1,1,0,2,3,4,2,3,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,15.0
342,4,3,2,2,0,0,1,0,1,1,1,1,4,4,5,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.75
343,4,3,1,4,0,0,1,0,1,1,1,0,4,3,3,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11.75
344,4,4,1,1,0,0,1,0,1,1,1,1,1,4,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,11.0
345,4,4,1,2,0,0,1,0,1,1,1,1,4,2,4,1,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13.0
346,4,4,2,1,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,11.0
347,4,4,2,3,0,0,1,1,1,1,1,0,5,3,4,1,1,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,18.0
348,4,2,2,3,0,0,1,0,1,1,1,0,4,3,3,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,10.5
349,3,2,1,4,0,0,1,1,0,1,1,0,5,2,2,1,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,13.25
350,2,1,2,3,1,0,0,1,1,1,1,1,4,3,1,1,1,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,11.75
351,3,2,1,1,2,0,0,1,1,1,0,0,5,5,3,1,1,5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,14.25
352,3,3,1,2,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,14.5
353,1,4,1,2,0,1,1,0,0,1,0,1,3,4,4,1,2,5,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,8.25
354,2,1,2,2,0,0,1,1,1,1,1,0,5,3,3,1,2,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,10.75
355,2,3,2,2,0,0,0,1,1,1,1,1,4,2,1,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,14.25
356,4,4,1,1,0,0,0,1,1,1,1,0,4,4,4,1,1,5,2,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,18.0
357,4,3,1,3,0,0,1,1,1,1,1,1,4,3,4,1,1,5,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,16.75
358,4,3,2,1,0,0,1,0,1,1,1,0,3,2,4,1,4,1,8,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,8.75
359,3,4,1,3,0,0,1,1,0,1,1,0,4,3,4,2,5,5,2,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,11.75
360,3,3,1,2,0,0,1,0,1,1,1,0,4,1,4,1,1,3,8,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,10.5
361,4,2,2,2,0,0,1,1,1,1,1,1,5,4,4,1,1,1,9,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,15.5
362,4,4,1,2,0,0,1,0,1,1,1,0,4,4,4,3,3,5,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,9.0
363,3,4,1,1,0,0,1,1,1,1,1,1,5,4,4,1,1,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,16.75
364,4,4,1,1,0,0,0,1,1,1,1,0,5,3,4,1,2,5,2,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,17.0
365,4,3,1,2,0,0,1,0,1,1,1,1,5,2,2,1,2,5,14,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,10.75
366,3,3,1,2,0,1,1,0,1,1,1,0,5,3,3,1,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10.5
367,2,1,1,2,0,0,0,1,1,1,1,0,4,2,3,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.75
368,4,4,1,1,0,0,1,0,1,1,1,0,4,2,5,3,4,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.0
369,1,1,3,3,0,0,0,1,1,0,0,1,1,5,5,4,3,5,12,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5
370,1,1,3,2,2,0,1,0,0,1,1,1,5,3,4,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5
371,2,2,1,1,0,0,1,1,1,1,1,1,4,3,5,2,4,5,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,9.0
372,2,2,1,2,0,0,1,0,1,1,0,1,4,2,2,1,1,3,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8.0
373,2,2,1,3,0,0,1,1,1,1,1,0,3,3,2,2,2,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,11.0
374,3,1,1,3,0,0,1,0,0,1,1,0,3,4,3,2,3,5,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,5.0
375,0,2,2,3,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.5
376,1,1,2,3,0,0,0,1,1,1,1,0,4,5,5,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9.5
377,4,4,1,3,0,0,0,1,1,1,1,0,4,3,3,2,2,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,16.0
378,3,3,1,1,0,0,0,1,0,1,1,0,4,3,5,3,5,5,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,9.5
379,2,2,4,1,0,0,1,0,1,1,1,0,4,4,5,5,5,4,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0
380,4,4,1,3,0,0,1,1,1,1,1,0,5,4,4,1,3,4,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,16.0
381,4,4,2,3,0,0,1,0,0,1,1,1,4,3,3,1,2,4,4,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,12.0
382,3,3,1,1,0,0,1,1,1,1,1,0,4,2,5,2,5,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,10.5
383,2,2,1,4,0,0,1,1,1,1,1,0,4,5,5,2,4,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,9.0
384,3,2,1,1,0,0,1,0,0,1,0,1,5,3,4,2,2,5,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,7.25
385,2,2,4,2,0,0,0,1,1,1,0,1,4,2,5,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,13.0
386,2,4,1,3,0,0,1,0,1,1,1,1,4,4,3,1,1,5,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,10.5
387,2,2,1,1,0,0,0,0,0,1,1,0,5,4,2,1,2,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7.0
388,3,3,1,2,0,0,0,1,1,1,1,0,5,3,4,1,1,4,8,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,15.5
389,2,2,1,2,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.0
390,2,2,2,4,0,0,0,1,1,1,0,0,4,4,4,1,1,4,6,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,13.0
391,3,4,1,3,0,0,0,0,1,1,1,0,4,4,5,1,3,5,8,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,9.75
392,3,2,1,2,0,0,1,0,1,1,1,1,4,3,2,2,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6.25
393,3,3,1,4,0,0,1,0,1,1,1,0,5,3,3,1,1,1,4,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,10.5
394,3,2,1,2,0,0,1,0,1,1,1,0,4,3,3,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.25
395,4,4,1,2,0,0,1,1,1,1,1,0,4,3,3,2,2,2,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,16.0
396,3,4,1,2,0,0,0,1,1,1,1,1,4,3,3,1,3,5,6,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,14.75
397,2,2,1,2,0,0,1,0,1,1,1,1,3,3,1,1,2,4,18,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,7.0
398,2,3,1,3,0,0,1,0,1,1,1,0,4,3,3,1,2,3,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,8.25
399,3,2,1,3,0,0,0,0,1,1,1,1,5,4,3,2,3,1,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6.25
400,4,3,1,3,0,0,0,0,1,1,1,1,5,3,2,1,2,4,4,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,10.75
401,4,3,1,3,0,0,1,0,1,1,1,1,5,4,5,2,3,5,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8.75
402,4,3,1,3,0,0,1,1,1,1,1,1,4,4,3,1,3,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,14.75
403,2,1,2,2,0,0,1,1,1,1,1,1,4,3,4,2,2,1,10,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,9.75
404,2,1,1,2,0,0,1,1,1,1,1,0,4,3,5,2,4,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7.75
405,2,3,2,1,1,0,0,0,1,0,1,0,2,2,3,3,4,5,16,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.75
406,3,1,1,1,1,0,1,0,1,1,1,1,4,1,2,1,1,3,6,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,8.0
407,4,4,1,3,2,0,0,1,1,1,1,0,3,3,2,1,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,18.0
408,2,2,1,2,0,0,1,1,0,0,1,0,4,4,4,1,3,3,11,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,6.0
409,3,4,1,2,0,0,0,1,1,1,1,1,4,3,5,1,4,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.75
410,2,2,1,2,0,0,1,1,1,1,1,0,4,3,4,1,3,4,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,11.0
411,4,4,1,3,0,0,1,0,1,1,1,0,4,4,2,1,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
412,4,2,1,2,0,0,1,1,1,1,1,0,4,2,2,1,1,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,15.5
413,1,1,2,2,2,0,1,1,1,0,1,1,5,3,3,5,2,4,21,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.5
414,1,1,2,3,0,0,0,0,1,1,1,1,3,2,2,1,3,3,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5
415,4,4,1,1,1,0,1,0,1,1,1,1,3,2,5,4,4,5,5,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,7.0
416,3,2,1,2,0,0,1,0,1,1,1,0,4,4,4,1,2,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.25
417,3,2,1,3,0,0,1,0,1,1,1,1,4,3,4,1,2,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,8.25
418,2,3,1,1,0,0,0,0,1,1,1,0,3,1,3,4,5,4,13,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2.25
419,2,1,1,1,0,0,0,0,1,1,1,0,5,3,4,1,4,4,10,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3.75
420,2,2,2,2,0,0,1,0,1,1,1,0,4,1,4,1,3,4,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.0
421,1,0,2,1,1,1,0,0,1,1,1,1,5,3,1,1,1,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4.25
422,3,2,1,2,0,0,1,1,0,1,1,1,3,1,2,1,2,1,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,13.25
423,1,3,2,1,0,0,1,0,1,0,1,1,4,3,3,1,3,5,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0
424,2,2,2,2,0,0,1,1,1,1,1,0,4,4,4,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,13.0
425,1,1,1,1,1,0,1,0,1,1,0,1,4,1,3,1,1,2,6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5.5
426,3,3,2,1,0,0,1,0,1,1,1,0,5,4,4,2,3,5,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,7.5
427,2,3,2,2,0,0,0,0,1,1,0,0,4,5,2,1,2,5,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,8.25
428,2,1,2,1,0,0,0,0,1,0,0,0,1,3,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.75
429,4,4,1,2,0,0,1,0,1,1,0,0,5,3,2,1,3,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11.0
430,1,2,1,3,0,1,0,0,1,1,1,0,4,4,3,1,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75
431,3,2,1,2,1,0,0,0,1,1,0,1,4,5,4,1,2,5,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,8.25
432,1,1,1,1,1,0,1,0,0,0,1,0,5,4,4,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.5
433,4,4,2,1,0,0,0,0,1,1,1,1,1,5,1,3,5,5,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,7.0
434,2,2,2,4,0,0,0,1,0,0,0,1,1,2,1,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.0
435,1,1,2,2,0,0,1,0,1,1,1,0,5,4,3,1,2,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,4.5
436,1,1,2,1,1,0,1,0,1,1,1,1,4,4,3,1,2,2,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4.5
437,0,2,2,1,0,0,1,1,1,1,0,0,3,2,3,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.5
438,2,3,2,1,0,0,1,0,1,1,1,0,5,5,5,1,3,3,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,7.25
439,3,3,2,1,0,0,0,0,0,1,1,0,4,1,3,1,1,4,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,10.5
440,1,1,2,2,0,0,1,1,1,1,0,1,5,4,5,4,5,3,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,3.5
441,1,1,1,2,0,0,0,0,0,1,1,0,4,4,3,2,4,5,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1.5
442,4,1,1,2,0,0,1,1,1,1,1,0,5,3,4,1,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,13.25
443,4,1,1,2,0,0,1,1,1,1,1,0,5,3,4,1,2,2,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,13.25
444,3,4,3,2,0,0,0,0,0,1,0,0,3,4,5,1,2,5,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,10.75
445,1,1,4,2,0,0,1,1,1,1,0,1,5,4,5,2,4,4,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6.5
446,3,3,1,2,0,0,1,1,1,1,1,0,5,3,3,1,1,5,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,15.5
447,2,1,3,1,0,0,0,1,1,0,0,1,5,5,5,5,5,3,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.25
448,4,4,2,3,0,0,0,1,1,1,1,1,4,2,2,1,1,4,6,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,18.0
449,1,2,2,1,0,0,0,0,1,1,0,0,5,1,2,1,1,1,3,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,6.75
450,2,3,3,2,0,0,1,0,1,1,1,0,4,5,4,1,2,1,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,8.25
451,1,2,2,2,0,0,0,0,1,1,0,0,4,3,3,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6.75
452,2,2,3,2,0,0,1,0,1,1,1,0,4,4,5,1,1,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8.0
453,1,2,1,3,1,0,1,0,1,1,0,0,1,3,2,1,2,4,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,5.75
454,1,2,1,3,1,0,1,0,1,1,0,0,1,3,2,1,2,4,3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,5.75
455,2,1,1,2,0,1,1,0,0,1,1,0,4,4,2,3,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2.75
456,1,1,1,2,0,0,1,0,0,1,0,1,5,4,3,2,1,2,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4.5
457,1,2,1,1,0,0,1,1,1,1,1,0,5,5,5,5,5,3,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,3.75
458,1,1,4,4,0,0,1,0,0,1,1,0,4,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5.5
459,1,1,4,3,0,1,1,0,1,1,0,0,4,4,3,1,1,5,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.5
460,1,1,2,2,0,0,1,1,1,1,1,0,4,3,3,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,10.5
461,1,1,2,1,0,0,0,1,1,1,1,1,4,2,2,4,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.5
462,1,1,3,2,0,0,1,0,1,1,0,0,4,2,1,1,2,2,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.5
463,2,2,1,3,0,1,1,0,1,1,0,0,4,4,3,2,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
464,1,1,2,1,0,0,0,1,1,1,0,0,3,4,4,3,4,5,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.5
465,1,2,1,2,1,0,1,1,1,1,1,1,3,4,4,2,3,5,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8.75
466,3,1,2,1,0,0,1,0,1,1,0,0,3,2,3,1,3,4,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,6.0
467,2,2,3,2,0,0,1,1,1,1,1,0,5,3,4,1,1,2,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,13.0
468,2,2,3,1,0,0,0,0,1,1,0,0,4,3,3,1,2,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,7.0
469,4,4,1,2,0,0,1,1,1,1,0,1,4,3,1,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,18.0
470,3,3,1,2,0,0,1,0,1,1,1,1,4,5,4,1,1,1,4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,10.5
471,2,2,2,2,1,0,1,1,0,1,0,0,4,4,4,2,3,5,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,10.0
472,2,2,3,1,0,0,1,1,1,1,0,1,4,3,2,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.0
473,2,1,2,1,0,0,1,1,1,1,1,0,2,4,3,2,3,4,4,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,8.75
474,1,3,3,1,0,0,1,1,1,1,1,0,4,2,4,3,5,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,7.0
475,2,2,2,3,0,0,1,1,1,1,0,0,5,3,2,1,1,4,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,13.0
476,2,1,1,1,0,0,1,0,1,1,1,1,5,4,3,1,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.75
477,3,3,2,1,0,0,1,1,0,1,1,0,4,3,3,2,4,3,11,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,11.5
478,1,1,2,2,3,1,1,0,1,1,0,0,3,4,3,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5.5
479,2,2,1,1,0,0,1,1,1,0,0,0,4,5,3,1,1,5,4,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,8.0
480,2,3,1,1,1,0,0,0,1,0,1,1,4,4,4,1,1,2,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,4.25
481,2,1,3,1,0,0,1,1,1,0,0,1,5,5,3,1,1,3,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,6.75
482,1,1,2,1,0,0,1,0,1,0,0,1,5,2,1,1,3,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1.5
483,2,2,3,2,0,0,1,0,1,0,1,0,3,4,5,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0
